t,n_e,T_e,n_i,T_i,S_flux,alpha_sun,material_id,V_ground_truth
0.0,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,0.0
36.36363636363637,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
72.72727272727273,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
109.0909090909091,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
145.45454545454547,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
181.81818181818184,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
218.1818181818182,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
254.54545454545456,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
290.90909090909093,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
327.2727272727273,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
363.6363636363637,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
400.00000000000006,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
436.3636363636364,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
472.72727272727275,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
509.0909090909091,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
545.4545454545455,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
581.8181818181819,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
618.1818181818182,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
654.5454545454546,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
690.909090909091,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
727.2727272727274,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
763.6363636363637,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
800.0000000000001,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
836.3636363636365,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
872.7272727272727,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
909.0909090909091,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
945.4545454545455,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
981.8181818181819,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1018.1818181818182,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1054.5454545454547,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1090.909090909091,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1127.2727272727275,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1163.6363636363637,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1200.0,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1236.3636363636365,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1272.7272727272727,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1309.0909090909092,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1345.4545454545455,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1381.818181818182,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1418.1818181818182,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1454.5454545454547,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1490.909090909091,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1527.2727272727275,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1563.6363636363637,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1600.0000000000002,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1636.3636363636365,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1672.727272727273,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1709.0909090909092,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1745.4545454545455,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1781.818181818182,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1818.1818181818182,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1854.5454545454547,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1890.909090909091,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1927.2727272727275,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
1963.6363636363637,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2000.0000000000002,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2036.3636363636365,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2072.727272727273,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2109.0909090909095,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2145.4545454545455,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2181.818181818182,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2218.1818181818185,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2254.545454545455,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2290.909090909091,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2327.2727272727275,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2363.636363636364,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2400.0,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2436.3636363636365,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2472.727272727273,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2509.0909090909095,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2545.4545454545455,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2581.818181818182,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2618.1818181818185,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2654.545454545455,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2690.909090909091,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2727.2727272727275,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2763.636363636364,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2800.0000000000005,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2836.3636363636365,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2872.727272727273,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2909.0909090909095,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2945.4545454545455,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
2981.818181818182,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3018.1818181818185,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
