t,n_e,T_e,n_i,T_i,S_flux,alpha_sun,material_id,V_ground_truth
3054.545454545455,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3090.909090909091,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3127.2727272727275,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3163.636363636364,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3200.0000000000005,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3236.3636363636365,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3272.727272727273,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3309.0909090909095,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3345.454545454546,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3381.818181818182,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3418.1818181818185,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3454.545454545455,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3490.909090909091,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3527.2727272727275,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3563.636363636364,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
3600.0,36902216.165472284,1.66166989328474,51220119.993048005,0.7710295179132597,182.57962474189176,50.97492488066045,0,
